hid,location,price,link,type,comNum,houseName,fdid,fdlink,area_type,area,rooms,bedroom,livingroom,bathroom,kitchen,balcony,guestsnum,category,living_condition,beds,CITY
1628421835,"30.692202,104.081108",75,http://cd.xiaozhu.com/fangzi/1628421835.html,单间出租,4,金牛人民北路金牛万达,135267900,http://www.xiaozhu.com/fangdong/135267900/,1,15,4室1厅1卫1厨1阳台,4,1,1,1,1,2,4,可能与其他房客分住不同房间,1,cd
2554635462,"30.785778,103.936517",75,http://cd.xiaozhu.com/fangzi/2554635462.html,单间出租,0,郫县红光镇尚锦路上锦颐园59栋,1133515155,http://www.xiaozhu.com/fangdong/1133515155/,1,14,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
2554502962,"30.78539,103.936885",75,http://cd.xiaozhu.com/fangzi/2554502962.html,单间出租,0,郫县红光镇尚锦路上锦颐园二期51栋,1133515155,http://www.xiaozhu.com/fangdong/1133515155/,1,15,2室1厅1卫1厨1阳台,2,1,1,1,1,2,4,可能与其他房客分住不同房间,1,cd
2779709262,"30.6368,104.107734",78,http://cd.xiaozhu.com/fangzi/2779709262.html,单间出租,1,锦江莲花新区北三巷18号国润天骄小区,82559800,http://www.xiaozhu.com/fangdong/82559800/,1,10,3室2厅1卫1厨1阳台,3,2,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
39941300,"30.60729,104.154251",78,http://cd.xiaozhu.com/fangzi/39941300.html,单间出租,1,锦江静安路3号,29078800,http://www.xiaozhu.com/fangdong/29078800/,1,20,1室0厅1卫0厨0阳台,1,0,1,0,0,2,4,可能与其他房客分住不同房间,1,cd
29085100,"30.60729,104.154251",78,http://cd.xiaozhu.com/fangzi/29085100.html,单间出租,4,锦江静安路3号,29078800,http://www.xiaozhu.com/fangdong/29078800/,1,10,1室0厅1卫0厨0阳台,1,0,1,0,0,2,4,可能与其他房客分住不同房间,1,cd
3416715929,"30.640873,104.034986",78,http://cd.xiaozhu.com/fangzi/3416715929.html,单间出租,1,武侯红牌楼佳灵路4号,1501495135,http://www.xiaozhu.com/fangdong/1501495135/,1,10,3室2厅1卫1厨1阳台,3,2,1,1,1,2,4,可能与其他房客分住不同房间,1,cd
3022543328,"30.608753,104.133237",78,http://cd.xiaozhu.com/fangzi/3022543328.html,单间出租,0,锦江水杉街,2989438063,http://www.xiaozhu.com/fangdong/2989438063/,1,15,3室2厅1卫1厨2阳台,3,2,1,1,2,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
2860376762,"30.77949,103.956975",78,http://cd.xiaozhu.com/fangzi/2860376762.html,整租,1,郫县红光镇高店路1001号曼城,344494500,http://www.xiaozhu.com/fangdong/344494500/,2,37,1室0厅1卫1厨1阳台,1,0,1,1,1,2,5,房客独享整套房屋,1,cd
1640332734,"30.577753,104.205139",78,http://cd.xiaozhu.com/fangzi/1640332734.html,单间出租,0,龙泉驿大面街道,652666700,http://www.xiaozhu.com/fangdong/652666700/,1,22,5室1厅2卫1厨2阳台,5,1,2,1,2,2,4,可能与其他房客分住不同房间,1,cd
2111626560,"30.692964,104.11529",78,http://cd.xiaozhu.com/fangzi/2111626560.html,单间出租,0,高新吉龙二街黄金时代,1970640571,http://www.xiaozhu.com/fangdong/1970640571/,1,22,3室2厅1卫1厨2阳台,3,2,1,1,2,2,4,可能与其他房客分住不同房间,1,cd
2101932682,"30.529501,104.096451",78,http://cd.xiaozhu.com/fangzi/2101932682.html,单间出租,0,高新领馆国际城,1970640571,http://www.xiaozhu.com/fangdong/1970640571/,1,25,3室2厅2卫1厨2阳台,3,2,2,1,2,2,4,可能与其他房客分住不同房间,1,cd
1812163235,"30.667957,104.088148",79,http://cd.xiaozhu.com/fangzi/1812163235.html,单间出租,5,锦江岳府街38号,548538100,http://www.xiaozhu.com/fangdong/548538100/,1,10,2室1厅1卫1厨2阳台,2,1,1,1,2,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
1962637971,"30.667957,104.088148",79,http://cd.xiaozhu.com/fangzi/1962637971.html,单间出租,5,锦江岳府街38号,548538100,http://www.xiaozhu.com/fangdong/548538100/,1,12,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
1273911135,"30.63203,104.158691",79,http://cd.xiaozhu.com/fangzi/1273911135.html,单间出租,4,成华万科北街,624386800,http://www.xiaozhu.com/fangdong/624386800/,1,8,4室2厅2卫1厨0阳台,4,2,2,1,0,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
3637955329,"30.558571,104.044146",80,http://cd.xiaozhu.com/fangzi/3637955329.html,单间出租,0,高新南华路1616号,441978600,http://www.xiaozhu.com/fangdong/441978600/,1,15,3室2厅2卫1厨1阳台,3,2,2,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,2,cd
2720216362,"30.684321,103.893481",80,http://cd.xiaozhu.com/fangzi/2720216362.html,单间出租,4,温江光华大道三段奥林匹克花园21栋,2716195663,http://www.xiaozhu.com/fangdong/2716195663/,1,15,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,cd
1273806135,"30.63274,104.164124",79,http://cd.xiaozhu.com/fangzi/1273806135.html,单间出租,2,四川省成都市成华区万科北街,624386800,http://www.xiaozhu.com/fangdong/624386800/,1,9,4室2厅2卫1厨0阳台,4,2,2,1,0,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
4241408013,"31.014469,103.645636",80,http://cd.xiaozhu.com/fangzi/4241408013.html,整租,0,都江堰文荟路939号春天花园,2277982145,http://www.xiaozhu.com/fangdong/2277982145/,2,20,1室0厅0卫0厨1阳台,1,0,0,0,1,2,5,房客独享整套房屋,1,cd
2145151259,"30.650922,104.068994",80,http://cd.xiaozhu.com/fangzi/2145151259.html,单间出租,4,武侯黉门街1号黉门公馆,2144222960,http://www.xiaozhu.com/fangdong/2144222960/,1,15,6室1厅2卫1厨0阳台,6,1,2,1,0,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
2695693263,"30.77949,103.956975",79,http://cd.xiaozhu.com/fangzi/2695693263.html,整租,3,郫县红光镇高店路1001号曼城,344494500,http://www.xiaozhu.com/fangdong/344494500/,2,38,1室0厅1卫1厨1阳台,1,0,1,1,1,2,5,房客独享整套房屋,1,cd
51950401,"30.691898,104.080315",79,http://cd.xiaozhu.com/fangzi/51950401.html,单间出租,4,四川省成都市金牛区人民北路,51949400,http://www.xiaozhu.com/fangdong/51949400/,1,12,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,cd
4460668513,"30.676335,104.119431",80,http://cd.xiaozhu.com/fangzi/4460668513.html,单间出租,0,成华怡福路,4346056913,http://www.xiaozhu.com/fangdong/4346056913/,1,5,3室2厅1卫1厨1阳台,3,2,1,1,1,1,4,可能与其他房客分住不同房间,1,cd
