hid,location,price,link,type,comNum,houseName,fdid,fdlink,area_type,area,rooms,bedroom,livingroom,bathroom,kitchen,balcony,guestsnum,category,living_condition,beds,CITY,postTime
1942123371,"40.01828,116.352654",139,http://bj.xiaozhu.com/fangzi/1942123371.html,单间出租,4,海淀学清路逸成东苑,1126394978,http://www.xiaozhu.com/fangdong/1126394978/,1,18,3室1厅1卫1厨1阳台,3,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
4040446230,"40.09331,116.464774",139,http://bj.xiaozhu.com/fangzi/4040446230.html,整租,4,昌平天通苑南七家,3983707329,http://www.xiaozhu.com/fangdong/3983707329/,2,36,1室0厅1卫1厨0阳台,1,0,1,1,0,2,5,房客独享整套房屋,1,bj,
1387603435,"40.073348,116.339866",140,http://bj.xiaozhu.com/fangzi/1387603435.html,单间出租,4,昌平新龙城,1386648035,http://www.xiaozhu.com/fangdong/1386648035/,1,18,3室1厅2卫1厨1阳台,3,1,2,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
2691899262,"39.853407,116.373691",139,http://bj.xiaozhu.com/fangzi/2691899262.html,单间出租,5,丰台嘉园二里35号楼,1748391135,http://www.xiaozhu.com/fangdong/1748391135/,1,10,1室1厅1卫1厨1阳台,1,1,1,1,1,3,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
3196402231,"40.056768,116.272093",139,http://bj.xiaozhu.com/fangzi/3196402231.html,单间出租,0,海淀西北旺镇德政路景和园5号楼,2007196071,http://www.xiaozhu.com/fangdong/2007196071/,1,21,3室2厅1卫1厨2阳台,3,2,1,1,2,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
4730923314,"40.003557,116.409202",139,http://bj.xiaozhu.com/fangzi/4730923314.html,单间出租,1,朝阳慧忠里小区,4730325913,http://www.xiaozhu.com/fangdong/4730325913/,1,15,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
577482401,"40.036591,116.279724",139,http://bj.xiaozhu.com/fangzi/577482401.html,单间出租,3,海淀圆明园西路,25824300,http://www.xiaozhu.com/fangdong/25824300/,1,15,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
1791332135,"39.853333,116.375694",139,http://bj.xiaozhu.com/fangzi/1791332135.html,单间出租,5,丰台嘉园二里,1748391135,http://www.xiaozhu.com/fangdong/1748391135/,1,30,1室1厅1卫1厨1阳台,1,1,1,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
1175420265,"39.9142,116.2005",140,http://bj.xiaozhu.com/fangzi/1175420265.html,单间出租,5,石景山古城南路51号楼,1175399265,http://www.xiaozhu.com/fangdong/1175399265/,1,18,2室1厅1卫1厨1阳台,2,1,1,1,1,3,4,可能与其他房客分住不同房间,1,bj,
4601645414,"39.936816,116.472154",139,http://bj.xiaozhu.com/fangzi/4601645414.html,单间出租,1,朝阳团结湖北二条,4564729413,http://www.xiaozhu.com/fangdong/4564729413/,1,4,3室1厅1卫1厨1阳台,3,1,1,1,1,1,4,可能与其他房客分住不同房间,1,bj,
5387278913,"39.7399,116.197363",139,http://bj.xiaozhu.com/fangzi/5387278913.html,整租,0,房山长阳金地朗悦Yoyo派,4187724429,http://www.xiaozhu.com/fangdong/4187724429/,2,51,1室1厅1卫1厨0阳台,1,1,1,1,0,2,5,房客独享整套房屋,1,bj,
1329106635,"39.957142,116.457481",139,http://bj.xiaozhu.com/fangzi/1329106635.html,单间出租,4,朝阳新源里东,1035554478,http://www.xiaozhu.com/fangdong/1035554478/,1,20,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
1465112435,"40.04039,116.286011",139,http://bj.xiaozhu.com/fangzi/1465112435.html,单间出租,1,海淀马连洼北路,25824300,http://www.xiaozhu.com/fangdong/25824300/,1,15,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
3981506229,"40.007627,116.463603",139,http://bj.xiaozhu.com/fangzi/3981506229.html,单间出租,1,朝阳世安家园,3981311829,http://www.xiaozhu.com/fangdong/3981311829/,1,22,2室1厅1卫1厨2阳台,2,1,1,1,2,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
4751901014,"39.977997,116.407881",140,http://bj.xiaozhu.com/fangzi/4751901014.html,单间出租,0,朝阳安贞西里五区仟村商务大楼,4721058613,http://www.xiaozhu.com/fangdong/4721058613/,1,16,4室0厅2卫1厨1阳台,4,0,2,1,1,2,4,可能与其他房客分住不同房间,1,bj,
4315934513,"39.885194,116.341092",139,http://bj.xiaozhu.com/fangzi/4315934513.html,单间出租,0,西城红莲南里,3932209729,http://www.xiaozhu.com/fangdong/3932209729/,1,25,2室1厅1卫1厨1阳台,2,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
1651532334,"40.038933,116.293961",139,http://bj.xiaozhu.com/fangzi/1651532334.html,单间出租,4,海淀马连洼北路,25824300,http://www.xiaozhu.com/fangdong/25824300/,1,16,4室1厅1卫1厨1阳台,4,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
2508830162,"39.902051,116.453227",139,http://bj.xiaozhu.com/fangzi/2508830162.html,沙发出租,1,东城忠实里东区十号楼,1740826935,http://www.xiaozhu.com/fangdong/1740826935/,2,78,2室1厅1卫1厨1阳台,2,1,1,1,1,2,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
393711501,"39.931065,116.514145",140,http://bj.xiaozhu.com/fangzi/393711501.html,单间出租,4,朝阳十里堡,78117600,http://www.xiaozhu.com/fangdong/78117600/,1,15,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
1956398271,"39.971626,116.318848",140,http://bj.xiaozhu.com/fangzi/1956398271.html,单间出租,5,海淀三义庙北17号楼,1824638335,http://www.xiaozhu.com/fangdong/1824638335/,1,12,2室1厅1卫1厨2阳台,2,1,1,1,2,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,2015-12-22
5305016314,"39.972594,116.402347",139,http://bj.xiaozhu.com/fangzi/5305016314.html,单间出租,0,朝阳安华西里一区,4730303513,http://www.xiaozhu.com/fangdong/4730303513/,1,12,2室1厅1卫1厨1阳台,2,1,1,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
1713017635,"39.92664,116.296135",140,http://bj.xiaozhu.com/fangzi/1713017635.html,单间出租,1,海淀八宝庄小区,1703622535,http://www.xiaozhu.com/fangdong/1703622535/,1,10,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
742786638,"39.93642,116.488106",140,http://bj.xiaozhu.com/fangzi/742786638.html,单间出租,3,朝阳朝阳公园南门,78117600,http://www.xiaozhu.com/fangdong/78117600/,1,15,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
545364901,"39.990887,116.326359",140,http://bj.xiaozhu.com/fangzi/545364901.html,单间出租,5,海淀中关村南一街32楼,36720400,http://www.xiaozhu.com/fangdong/36720400/,1,15,3室1厅1卫1厨0阳台,3,1,1,1,0,2,4,可能与其他房客分住不同房间,1,bj,
203442601,"40.003361,116.476051",140,http://bj.xiaozhu.com/fangzi/203442601.html,单间出租,4,朝阳望京西园4区,132236700,http://www.xiaozhu.com/fangdong/132236700/,1,18,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
2687989962,"39.900673,116.470053",139,http://bj.xiaozhu.com/fangzi/2687989962.html,单间出租,0,朝阳东柏街10号院,742627438,http://www.xiaozhu.com/fangdong/742627438/,1,12,6室1厅1卫1厨1阳台,6,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
3290860130,"39.903305,116.471234",139,http://bj.xiaozhu.com/fangzi/3290860130.html,单间出租,0,朝阳双井北里7号楼,2914110463,http://www.xiaozhu.com/fangdong/2914110463/,1,12,1室1厅1卫0厨0阳台,1,1,1,0,0,2,1,与房东分别住不同房间可能与其他房客分住不同房间,2,bj,
203596801,"40.003468,116.475655",140,http://bj.xiaozhu.com/fangzi/203596801.html,单间出租,4,朝阳望京西园4区,132236700,http://www.xiaozhu.com/fangdong/132236700/,1,19,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
4204569130,"40.077771,116.33731",140,http://bj.xiaozhu.com/fangzi/4204569130.html,单间出租,0,昌平回龙观龙腾苑六区,4003170729,http://www.xiaozhu.com/fangdong/4003170729/,1,20,4室1厅1卫1厨1阳台,4,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
2120874359,"40.036753,116.60681",140,http://bj.xiaozhu.com/fangzi/2120874359.html,整租,4,顺义天竺镇楼台村东环路九条一号,1456620935,http://www.xiaozhu.com/fangdong/1456620935/,2,20,1室0厅1卫0厨0阳台,1,0,1,0,0,2,5,房客独享整套房屋,1,bj,
5313082413,"39.86954,116.246143",139,http://bj.xiaozhu.com/fangzi/5313082413.html,单间出租,0,丰台大瓦窑中路5号绿洲家园二期,5196820013,http://www.xiaozhu.com/fangdong/5196820013/,1,20,1室1厅1卫1厨1阳台,1,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
4154788329,"40.077688,116.340104",140,http://bj.xiaozhu.com/fangzi/4154788329.html,单间出租,0,朝阳龙腾苑六区,1069900078,http://www.xiaozhu.com/fangdong/1069900078/,1,15,4室1厅1卫1厨1阳台,4,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
4230677613,"39.693477,116.326668",139,http://bj.xiaozhu.com/fangzi/4230677613.html,单间出租,0,大兴生物医药基地龙湖时代天街,4076561029,http://www.xiaozhu.com/fangdong/4076561029/,1,20,2室1厅1卫1厨1阳台,2,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
3983094729,"39.965431,116.383953",139,http://bj.xiaozhu.com/fangzi/3983094729.html,单间出租,0,西城新明胡同,3968930329,http://www.xiaozhu.com/fangdong/3968930329/,1,20,2室0厅1卫1厨1阳台,2,0,1,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
2106325882,"39.918636,116.55316",140,http://bj.xiaozhu.com/fangzi/2106325882.html,单间出租,0,朝阳大黄庄南里15号楼,1605597235,http://www.xiaozhu.com/fangdong/1605597235/,1,16,2室1厅1卫1厨1阳台,2,1,1,1,1,1,4,可能与其他房客分住不同房间,1,bj,
4029870429,"39.908361,116.23721",139,http://bj.xiaozhu.com/fangzi/4029870429.html,单间出租,0,石景山鲁谷路永乐小区,3394205929,http://www.xiaozhu.com/fangdong/3394205929/,1,27,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
3662226730,"40.52379,115.948299",139,http://bj.xiaozhu.com/fangzi/3662226730.html,整租,0,延庆张山营镇靳家堡村97号,3265384929,http://www.xiaozhu.com/fangdong/3265384929/,2,33,1室0厅0卫0厨0阳台,1,0,0,0,0,3,5,房客独享整套房屋,2,bj,
305353601,"39.993608,116.422272",145,http://bj.xiaozhu.com/fangzi/305353601.html,单间出租,5,朝阳惠新西街5号院,98257400,http://www.xiaozhu.com/fangdong/98257400/,1,10,3室1厅1卫1厨0阳台,3,1,1,1,0,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
613147401,"40.051474,116.351842",145,http://bj.xiaozhu.com/fangzi/613147401.html,单间出租,4,海淀清河小营桥东莱圳家园,612476500,http://www.xiaozhu.com/fangdong/612476500/,1,15,6室0厅3卫1厨1阳台,6,0,3,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
307921901,"39.993608,116.422272",145,http://bj.xiaozhu.com/fangzi/307921901.html,单间出租,5,朝阳惠新西街5号院,98257400,http://www.xiaozhu.com/fangdong/98257400/,1,10,3室1厅1卫1厨0阳台,3,1,1,1,0,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
183657801,"40.009785,116.358364",145,http://bj.xiaozhu.com/fangzi/183657801.html,单间出租,4,海淀学院路14号,183652900,http://www.xiaozhu.com/fangdong/183652900/,1,10,3室0厅2卫1厨1阳台,3,0,2,1,1,2,4,可能与其他房客分住不同房间,1,bj,2013-12-28
1769351735,"39.88969,116.472862",145,http://bj.xiaozhu.com/fangzi/1769351735.html,单间出租,5,朝阳农光里小区,1434077535,http://www.xiaozhu.com/fangdong/1434077535/,1,20,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
803959038,"39.871876,116.423759",145,http://bj.xiaozhu.com/fangzi/803959038.html,单间出租,4,丰台蒲黄榆,219263600,http://www.xiaozhu.com/fangdong/219263600/,1,12,3室1厅1卫1厨0阳台,3,1,1,1,0,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
400240001,"39.891624,116.469994",145,http://bj.xiaozhu.com/fangzi/400240001.html,单间出租,4,北京市朝阳区东三环南路,134814600,http://www.xiaozhu.com/fangdong/134814600/,1,12,3室2厅2卫1厨2阳台,3,2,2,1,2,2,4,可能与其他房客分住不同房间,1,bj,
3669102330,"39.90762,116.603568",145,http://bj.xiaozhu.com/fangzi/3669102330.html,单间出租,1,朝阳远洋一方,3508906729,http://www.xiaozhu.com/fangdong/3508906729/,1,10,2室2厅1卫1厨1阳台,2,2,1,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
250062001,"39.911167,116.593437",145,http://bj.xiaozhu.com/fangzi/250062001.html,单间出租,4,朝阳旺角福邸小区,249999200,http://www.xiaozhu.com/fangdong/249999200/,1,25,2室2厅2卫1厨1阳台,2,2,2,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
682404601,"39.981316,116.402969",145,http://bj.xiaozhu.com/fangzi/682404601.html,单间出租,1,朝阳北土城,435840200,http://www.xiaozhu.com/fangdong/435840200/,1,15,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
3598615229,"39.925626,116.57404",145,http://bj.xiaozhu.com/fangzi/3598615229.html,单间出租,2,朝阳三间房西路福盈家园4号院,3496193629,http://www.xiaozhu.com/fangdong/3496193629/,1,15,2室1厅1卫1厨1阳台,2,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
4192037229,"40.077688,116.340104",145,http://bj.xiaozhu.com/fangzi/4192037229.html,单间出租,0,朝阳龙腾苑六区,1069900078,http://www.xiaozhu.com/fangdong/1069900078/,1,23,4室1厅1卫1厨1阳台,4,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
1561735335,"39.900856,116.697586",145,http://bj.xiaozhu.com/fangzi/1561735335.html,单间出租,0,通州运乔嘉园,1317636035,http://www.xiaozhu.com/fangdong/1317636035/,1,15,4室2厅3卫1厨4阳台,4,2,3,1,4,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
1662667935,"40.073116,116.314751",144,http://bj.xiaozhu.com/fangzi/1662667935.html,单间出租,1,海淀西二旗融泽嘉园龙域中路1号院(西二旗北路往北第3个小区),1653170135,http://www.xiaozhu.com/fangdong/1653170135/,1,15,2室1厅1卫1厨0阳台,2,1,1,1,0,1,1,与房东分别住不同房间可能与其他房客分住不同房间,2,bj,
4594417214,"39.911688,116.57554",147,http://bj.xiaozhu.com/fangzi/4594417214.html,单间出租,1,朝阳水郡长安2号院,587077800,http://www.xiaozhu.com/fangdong/587077800/,1,15,3室2厅2卫1厨1阳台,3,2,2,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
3822893730,"39.928907,116.526637",146,http://bj.xiaozhu.com/fangzi/3822893730.html,单间出租,1,朝阳青年路小区,883698459,http://www.xiaozhu.com/fangdong/883698459/,1,20,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
3228724630,"40.064264,116.320728",146,http://bj.xiaozhu.com/fangzi/3228724630.html,单间出租,3,海淀西二旗中路博雅德园,2835793463,http://www.xiaozhu.com/fangdong/2835793463/,1,16,3室2厅2卫1厨1阳台,3,2,2,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
3108743229,"40.046515,116.434399",146,http://bj.xiaozhu.com/fangzi/3108743229.html,单间出租,0,朝阳清友园,2540059263,http://www.xiaozhu.com/fangdong/2540059263/,1,15,3室1厅2卫1厨1阳台,3,1,2,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
1178857364,"40.079727,116.431778",148,http://bj.xiaozhu.com/fangzi/1178857364.html,单间出租,5,昌平天通中苑,560413600,http://www.xiaozhu.com/fangdong/560413600/,1,20,3室2厅2卫1厨1阳台,3,2,2,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,2015-06-25
246266401,"39.934944,116.484375",148,http://bj.xiaozhu.com/fangzi/246266401.html,单间出租,4,朝阳秀水园小区（水碓子北里）,243877300,http://www.xiaozhu.com/fangdong/243877300/,1,15,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,2014-02-28
1224485205,"39.946244,116.450749",149,http://bj.xiaozhu.com/fangzi/1224485205.html,单间出租,4,东城东直门外大街春秀路15号楼(地铁东直门站东1000米),907321059,http://www.xiaozhu.com/fangdong/907321059/,1,10,3室1厅1卫1厨1阳台,3,1,1,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,2015-07-24
4056276230,"40.011302,116.410378",148,http://bj.xiaozhu.com/fangzi/4056276230.html,单间出租,5,朝阳慧忠北里第一社区415栋,4056101929,http://www.xiaozhu.com/fangdong/4056101929/,1,10,3室1厅1卫1厨1阳台,3,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
3261171130,"39.919021,116.461887",149,http://bj.xiaozhu.com/fangzi/3261171130.html,单间出租,5,朝阳光华里小区1号楼,2499889063,http://www.xiaozhu.com/fangdong/2499889063/,1,25,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,2016-06-08
219293901,"39.871876,116.423759",149,http://bj.xiaozhu.com/fangzi/219293901.html,单间出租,4,丰台蒲黄榆,219263600,http://www.xiaozhu.com/fangdong/219263600/,1,17,3室1厅1卫1厨1阳台,3,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
509754100,"39.986603,116.312798",148,http://bj.xiaozhu.com/fangzi/509754100.html,单间出租,4,海淀苏州街,508600900,http://www.xiaozhu.com/fangdong/508600900/,1,10,7室1厅1卫0厨1阳台,7,1,1,0,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
1205527304,"39.893772,116.315132",148,http://bj.xiaozhu.com/fangzi/1205527304.html,单间出租,5,丰台六里桥北里5号院,1205186505,http://www.xiaozhu.com/fangdong/1205186505/,1,20,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,2,bj,2015-07-11
3577717730,"39.91424,116.567976",149,http://bj.xiaozhu.com/fangzi/3577717730.html,单间出租,5,朝阳珠江绿洲家园6#,3252198329,http://www.xiaozhu.com/fangdong/3252198329/,1,15,3室2厅1卫1厨2阳台,3,2,1,1,2,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
114221801,"39.911312,116.472359",148,http://bj.xiaozhu.com/fangzi/114221801.html,单间出租,5,朝阳南郎家园,114072700,http://www.xiaozhu.com/fangdong/114072700/,1,12,3室2厅1卫1厨1阳台,3,2,1,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,2013-10-22
4378706914,"39.931581,116.618722",148,http://bj.xiaozhu.com/fangzi/4378706914.html,单间出租,3,朝阳金隅丽景园,4201750929,http://www.xiaozhu.com/fangdong/4201750929/,1,13,3室1厅1卫1厨1阳台,3,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
4046988529,"39.92665,116.527903",149,http://bj.xiaozhu.com/fangzi/4046988529.html,床位出租,2,朝阳雅成三里天鹅湾南区,1857154135,http://www.xiaozhu.com/fangdong/1857154135/,1,32,2室1厅1卫1厨1阳台,2,1,1,1,1,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
257680101,"39.888203,116.473892",148,http://bj.xiaozhu.com/fangzi/257680101.html,单间出租,4,朝阳劲松桥东南磨房路,119619400,http://www.xiaozhu.com/fangdong/119619400/,1,20,2室1厅1卫1厨1阳台,2,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,2014-03-11
766729439,"39.941658,116.523926",148,http://bj.xiaozhu.com/fangzi/766729439.html,单间出租,4,朝阳青年路,766698338,http://www.xiaozhu.com/fangdong/766698338/,1,14,2室1厅2卫1厨0阳台,2,1,2,1,0,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
3868093929,"39.923814,116.519181",148,http://bj.xiaozhu.com/fangzi/3868093929.html,单间出租,4,朝阳甘露园朝阳无限芳菁苑小区,1542426035,http://www.xiaozhu.com/fangdong/1542426035/,1,8,3室1厅1卫1厨1阳台,3,1,1,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
615033000,"39.986603,116.312798",148,http://bj.xiaozhu.com/fangzi/615033000.html,单间出租,4,海淀苏州街,508600900,http://www.xiaozhu.com/fangdong/508600900/,1,10,7室1厅1卫0厨1阳台,7,1,1,0,1,2,4,可能与其他房客分住不同房间,1,bj,
3057721829,"39.903627,116.610988",149,http://bj.xiaozhu.com/fangzi/3057721829.html,单间出租,1,朝阳管庄远洋一方林语苑7号院,693919938,http://www.xiaozhu.com/fangdong/693919938/,1,16,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
2940409062,"39.976486,116.333291",149,http://bj.xiaozhu.com/fangzi/2940409062.html,单间出租,4,海淀双榆树东里,2884575463,http://www.xiaozhu.com/fangdong/2884575463/,1,20,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
1701912835,"39.990448,116.44101",148,http://bj.xiaozhu.com/fangzi/1701912835.html,床位出租,3,朝阳芍药居北理,1293812535,http://www.xiaozhu.com/fangdong/1293812535/,1,16,2室1厅1卫1厨2阳台,2,1,1,1,2,1,2,与房东合住可能与房东或其他房客分享一个房间,2,bj,2015-11-08
3196352045,"40.012331,116.413152",148,http://bj.xiaozhu.com/fangzi/3196352045.html,单间出租,4,朝阳慧忠北里110号楼,3032893129,http://www.xiaozhu.com/fangdong/3032893129/,1,28,3室1厅1卫1厨1阳台,3,1,1,1,1,3,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
1052169177,"39.923023,116.502731",148,http://bj.xiaozhu.com/fangzi/1052169177.html,单间出租,4,朝阳八里庄东10号楼,592929900,http://www.xiaozhu.com/fangdong/592929900/,1,15,4室0厅2卫2厨0阳台,4,0,2,2,0,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,2015-04-27
3571129130,"39.843762,116.429287",149,http://bj.xiaozhu.com/fangzi/3571129130.html,单间出租,3,丰台金桥西街怡和世家,1165703275,http://www.xiaozhu.com/fangdong/1165703275/,1,20,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
2891395562,"39.900196,116.463135",149,http://bj.xiaozhu.com/fangzi/2891395562.html,单间出租,5,朝阳广渠门外大街1-8号院,2316085027,http://www.xiaozhu.com/fangdong/2316085027/,1,15,3室1厅1卫1厨0阳台,3,1,1,1,0,1,4,可能与其他房客分住不同房间,1,bj,
1224663305,"39.891518,116.458199",148,http://bj.xiaozhu.com/fangzi/1224663305.html,单间出租,3,朝阳劲松二区229号楼,119619400,http://www.xiaozhu.com/fangdong/119619400/,1,10,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
633469400,"40.012691,116.380356",148,http://bj.xiaozhu.com/fangzi/633469400.html,单间出租,4,朝阳北沙滩八号院,57825700,http://www.xiaozhu.com/fangdong/57825700/,1,13,4室1厅1卫1厨1阳台,4,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,2014-11-30
597799001,"39.988348,116.309837",148,http://bj.xiaozhu.com/fangzi/597799001.html,单间出租,4,海淀苏州街大河庄苑7号楼,508600900,http://www.xiaozhu.com/fangdong/508600900/,1,15,5室1厅2卫0厨1阳台,5,1,2,0,1,2,4,可能与其他房客分住不同房间,1,bj,
3782698829,"39.91489,116.567043",149,http://bj.xiaozhu.com/fangzi/3782698829.html,单间出租,0,朝阳建国路18号,3252198329,http://www.xiaozhu.com/fangdong/3252198329/,1,15,4室1厅2卫1厨2阳台,4,1,2,1,2,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
4300991413,"39.931187,116.512623",149,http://bj.xiaozhu.com/fangzi/4300991413.html,单间出租,4,朝阳晨光家园A区218号楼,2207331193,http://www.xiaozhu.com/fangdong/2207331193/,1,11,2室1厅1卫1厨2阳台,2,1,1,1,2,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
3261418830,"39.919021,116.461887",149,http://bj.xiaozhu.com/fangzi/3261418830.html,单间出租,4,朝阳光华里小区1号楼,2499889063,http://www.xiaozhu.com/fangdong/2499889063/,1,18,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,2016-06-08
4612378913,"40.039038,116.304514",149,http://bj.xiaozhu.com/fangzi/4612378913.html,单间出租,0,海淀厢黄旗东路,1333980235,http://www.xiaozhu.com/fangdong/1333980235/,1,15,2室1厅1卫1厨1阳台,2,1,1,1,1,1,4,可能与其他房客分住不同房间,1,bj,
4707056413,"39.69418,116.329999",149,http://bj.xiaozhu.com/fangzi/4707056413.html,单间出租,0,大兴住总万科橙,2397960163,http://www.xiaozhu.com/fangdong/2397960163/,1,15,3室1厅1卫1厨0阳台,3,1,1,1,0,2,4,可能与其他房客分住不同房间,1,bj,
2590799762,"39.844078,116.327327",148,http://bj.xiaozhu.com/fangzi/2590799762.html,单间出租,5,丰台万年花城三期芳菲路88号院,2561070463,http://www.xiaozhu.com/fangdong/2561070463/,1,18,3室1厅2卫1厨0阳台,3,1,2,1,0,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
4885697014,"39.934887,116.327824",149,http://bj.xiaozhu.com/fangzi/4885697014.html,单间出租,1,海淀中海馥园小区,4879078313,http://www.xiaozhu.com/fangdong/4879078313/,1,25,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,2,bj,
4501904413,"40.081803,116.434169",148,http://bj.xiaozhu.com/fangzi/4501904413.html,单间出租,0,昌平天通北苑二区,560413600,http://www.xiaozhu.com/fangdong/560413600/,1,25,3室1厅1卫1厨1阳台,3,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,2016-09-06
2747268863,"39.969055,116.359327",148,http://bj.xiaozhu.com/fangzi/2747268863.html,单间出租,4,海淀蓟门桥南北邮政法大学中国京冶,2746403063,http://www.xiaozhu.com/fangdong/2746403063/,1,15,2室1厅1卫1厨2阳台,2,1,1,1,2,1,4,可能与其他房客分住不同房间,1,bj,
1862901834,"39.911865,116.559006",148,http://bj.xiaozhu.com/fangzi/1862901834.html,单间出租,4,朝阳双桥建国路北花园小区二号院,1304206835,http://www.xiaozhu.com/fangdong/1304206835/,1,28,3室1厅1卫1厨0阳台,3,1,1,1,0,2,4,可能与其他房客分住不同房间,1,bj,
