hid,location,price,link,type,comNum,houseName,fdid,fdlink,area_type,area,rooms,bedroom,livingroom,bathroom,kitchen,balcony,guestsnum,category,living_condition,beds,CITY
2079044081,"29.77532,119.715638",989,http://hz.xiaozhu.com/fangzi/2079044081.html,整租,0,桐庐大奇山路1088号巴比松庄园内,2076703582,http://www.xiaozhu.com/fangdong/2076703582/,2,25,1室0厅1卫0厨0阳台,1,0,1,0,0,2,5,房客独享整套房屋,1,hz
1242160035,"30.269484,120.188232",998,http://hz.xiaozhu.com/fangzi/1242160035.html,整租,5,下城建国北路和凤起路交叉口,1121965778,http://www.xiaozhu.com/fangdong/1121965778/,2,168,4室2厅2卫1厨1阳台,4,2,2,1,1,8,5,房客独享整套房屋,3,hz
4355320113,"29.876919,119.866626",999,http://hz.xiaozhu.com/fangzi/4355320113.html,单间出租,0,富阳鹿山街道,4168831529,http://www.xiaozhu.com/fangdong/4168831529/,1,20,3室2厅3卫1厨2阳台,3,2,3,1,2,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,hz
1588991535,"30.230547,120.202797",998,http://hz.xiaozhu.com/fangzi/1588991535.html,整租,0,上城鲲鹏路230号,1345203235,http://www.xiaozhu.com/fangdong/1345203235/,2,70,1室1厅1卫0厨1阳台,1,1,1,0,1,2,5,房客独享整套房屋,1,hz
2706232963,"30.246836,120.178268",1000,http://hz.xiaozhu.com/fangzi/2706232963.html,整租,4,上城光复路28号,2699933163,http://www.xiaozhu.com/fangdong/2699933163/,2,146,4室2厅1卫1厨2阳台,4,2,1,1,2,8,5,房客独享整套房屋,6,hz
2773935863,"30.279674,120.044105",1000,http://hz.xiaozhu.com/fangzi/2773935863.html,整租,3,余杭文一西路833西溪风情,2773893863,http://www.xiaozhu.com/fangdong/2773893863/,2,450,5室4厅4卫1厨5阳台,5,4,4,1,5,大于10,5,房客独享整套房屋,12,hz
2762900962,"30.261185,120.078968",1000,http://hz.xiaozhu.com/fangzi/2762900962.html,单间出租,0,西湖天目山路383号,1660170335,http://www.xiaozhu.com/fangdong/1660170335/,2,50,6室2厅4卫1厨3阳台,6,2,4,1,3,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,hz
2934509763,"30.333459,120.073902",1000,http://hz.xiaozhu.com/fangzi/2934509763.html,单间出租,0,西湖协安紫郡小区,2934467463,http://www.xiaozhu.com/fangdong/2934467463/,1,15,3室2厅2卫1厨3阳台,3,2,2,1,3,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,hz
4376071813,"30.049665,119.946234",1000,http://hz.xiaozhu.com/fangzi/4376071813.html,整租,0,富阳体育场路221号富宸嘉苑,4168831529,http://www.xiaozhu.com/fangdong/4168831529/,2,175,3室2厅2卫1厨3阳台,3,2,2,1,3,6,5,房客独享整套房屋,3,hz
779870339,"30.314758,120.33596",1000,http://hz.xiaozhu.com/fangzi/779870339.html,整租,0,江干金沙大道和上沙湖交叉口,779865038,http://www.xiaozhu.com/fangdong/779865038/,2,160,3室2厅2卫1厨0阳台,3,2,2,1,0,大于10,5,房客独享整套房屋,6,hz
2227549145,"30.249908,119.711911",1000,http://hz.xiaozhu.com/fangzi/2227549145.html,整租,0,临安明月山庄32幢,2227511245,http://www.xiaozhu.com/fangdong/2227511245/,2,321,6室2厅3卫1厨1阳台,6,2,3,1,1,8,5,房客独享整套房屋,6,hz
2667204363,"30.251117,120.113544",1080,http://hz.xiaozhu.com/fangzi/2667204363.html,整租,3,西湖灵隐支路白乐桥,2667152663,http://www.xiaozhu.com/fangdong/2667152663/,2,150,4室2厅4卫1厨0阳台,4,2,4,1,0,8,5,房客独享整套房屋,5,hz
1790986935,"30.380028,119.869888",1088,http://hz.xiaozhu.com/fangzi/1790986935.html,整租,0,余杭径山镇径山村桐桥,1786082835,http://www.xiaozhu.com/fangdong/1786082835/,2,46,1室0厅1卫0厨1阳台,1,0,1,0,1,3,5,房客独享整套房屋,2,hz
1791070135,"30.378922,119.869873",1088,http://hz.xiaozhu.com/fangzi/1791070135.html,整租,0,余杭径山镇径山村桐桥,1786082835,http://www.xiaozhu.com/fangdong/1786082835/,2,42,1室0厅1卫0厨1阳台,1,0,1,0,1,2,5,房客独享整套房屋,1,hz
4013094829,"29.610592,119.041115",1099,http://hz.xiaozhu.com/fangzi/4013094829.html,整租,0,淳安新安大街12号,1287837635,http://www.xiaozhu.com/fangdong/1287837635/,2,110,2室1厅2卫1厨0阳台,2,1,2,1,0,4,5,房客独享整套房屋,4,hz
4033703929,"29.610592,119.041115",1099,http://hz.xiaozhu.com/fangzi/4033703929.html,整租,0,淳安新安大街12号,1287837635,http://www.xiaozhu.com/fangdong/1287837635/,2,115,2室1厅2卫1厨0阳台,2,1,2,1,0,4,5,房客独享整套房屋,2,hz
4034002329,"29.610592,119.041115",1099,http://hz.xiaozhu.com/fangzi/4034002329.html,整租,0,淳安新安大街12号,1287837635,http://www.xiaozhu.com/fangdong/1287837635/,2,115,2室1厅2卫1厨0阳台,2,1,2,1,0,4,5,房客独享整套房屋,3,hz
1288921835,"29.611359,119.043221",1099,http://hz.xiaozhu.com/fangzi/1288921835.html,整租,0,淳安新安大街12号,1287837635,http://www.xiaozhu.com/fangdong/1287837635/,2,118,2室1厅2卫1厨0阳台,2,1,2,1,0,4,5,房客独享整套房屋,2,hz
1310304535,"29.610806,119.042824",1099,http://hz.xiaozhu.com/fangzi/1310304535.html,整租,1,淳安新安大街12号,1287837635,http://www.xiaozhu.com/fangdong/1287837635/,2,118,2室1厅2卫1厨0阳台,2,1,2,1,0,4,5,房客独享整套房屋,2,hz
